"
Nom du Dossier/ Numero de la fiche",LatLong,MRC,Eau Souterraine,Sol,etat ,Date de creation ou date de mise a jour
Enlevement reservoir souterrain,"45.5544865905
? -73.658335273",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,3/3/08
Enlevement resevoir souterrain,"45.5497839493
? -73.5407011425",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2001
Q : > C",7/9/02
Entreposage industriel Campotoro,"45.6351015936
? -73.5682373858",Ville de Montreal,,Metaux*,"R : Terminee en 2001
Q : <= C",3/13/06
Entrepot frigorifique,"45.5103611111
? -73.5538611111",Ville de Montreal,,"Biphenyles polychlores (BPC), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2004
Q : Plage A-B",10/14/05
Entreprises Charglo ltee (anc. Maisonneuve Chevrolet Pontiac Buick GMC),"45.5440801201
? -73.5371650455",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,2/9/18
equipement lourd Montreal ltee,"45.6032666641
? -73.5807104374",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2000
Q : Plage B-C",10/10/00
equipements & Fournitures pneumatiques ltee,"45.4870378376
? -73.7259359393",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2001
Q : Plage B-C",8/14/02
eric Tremblay - Lot 1 880 974,"45.5542614879
? -73.5383142648",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2013
Q : <= B",6/3/14
Espace 1,"45.4775972078
? -73.5781261653",Ville de Montreal,,"Baryum (Ba), Cuivre (Cu), etain (Sn), Plomb (Pb), Zinc (Zn)","R : Terminee en 2002
Q : <= B",4/11/03
Ex station-service Shell,"45.441912
? -73.665606",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2002
Q : Plage A-B",10/25/02
Ex-station-service Shell,"45.5069777778
? -73.6925916667",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2004
Q : <= B",6/18/04
Ex-terrain de la Pepiniere Caporicci (Anachemia),"45.4501935097
? -73.6617664317",Ville de Montreal,Hydrocarbures petroliers C10 a C50,Cobalt (Co),"R : Non necessaire
Q : Non precisee",12/12/16
Exuma Land Sales Ltd,"45.4996667946
? -73.5832494053",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2001
Q : > C",4/17/02
Fabrique Sainte-Suzanne,"45.5061928311
? -73.7762802296",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1996
Q : <= B",3/14/05
Fasa Friction Laboratoires inc.,"45.4896445561
? -73.6877449072",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1993
Q : Non precisee",12/11/02
Fastening Specialties ltee,"45.5059573219
? -73.5823884664",Ville de Montreal,,"Biphenyles polychlores (BPC), Hydrocarbures petroliers C10 a C50","R : Terminee en 1990
Q : Plage B-C",8/17/99
Faubourg Laurier VI,"45.5262666667
? -73.5936",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2001
Q : Non precisee",10/25/01
Faubourg Quebec,"45.5123736948
? -73.5506187337",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)","R : Terminee en 1993
Q : Non precisee",8/11/00
Faubourg Quebec Îlot C (portion ouest),"45.5137916667
? -73.5524",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,1/20/05
Faubourg Saint-Laurent,"45.511081466
? -73.5617137671",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Plomb (Pb)","R : Terminee en 2000
Q : Plage B-C",5/8/01
Faubourg Saint-Laurent phase II,"45.5100895765
? -73.5609923279",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,7/23/04
Faugourg Quebec îlot B (portion ouest) et Îlot C (portion est),"45.5137916667
? -73.5524",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2004
Q : Non precisee",4/6/04
Federal-Mogul Canada ltee,"45.6231604311
? -73.5826369087",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2002
Q : > C",3/30/16
Ferox inc.,"45.6139284548
? -73.5687117512",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 2000
Q : Plage B-C",8/1/00
Fibres Recyclees Rock-Tenn,"45.6210851753
? -73.5901227139",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)","R : Terminee en 1996
Q : <= B",2/28/05
Fiducie du Golf Metropolitain Anjou B.D.F.R.,"45.625787849
? -73.5522724663",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Xylenes (o,m,p) (pot)","R : Terminee en 2008
Q : <= C",6/18/09
Fiducie Pauline Lacoste / Fiducie Aime Robitaille,"45.5127344126
? -73.5666302937",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2011
Q : <= B",9/29/11
Firm Capital Property Trust,"45.4939472487
? -73.7235729729",Ville de Montreal,"Baryum (Ba), Cuivre (Cu)","Hydrocarbures petroliers C10 a C50, Manganese (Mn)",R : Non terminee,5/21/20
Fondation International Azzahra inc.,"45.6096256163
? -73.6360990463",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,7/4/11
Fonderie d'Aluminium et modelerie (1988) ltee,"45.4757277778
? -73.7835166667",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2014
Q : Plage B-C",5/26/15
Fonderie Generale du Canada inc.,"45.4484047502
? -73.6762940343",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Nickel (Ni), Plomb (Pb), Zinc (Zn)","R : Terminee en 1999
Q : > C",2/28/05
Fonderies Canadiennes d'Acier ltee,"45.5627777778
? -73.53",Ville de Montreal,Hydrocarbures aromatiques polycycliques*,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,8/29/16
Forbo Industries inc.,"45.4315016761
? -73.6458127015",Ville de Montreal,,"Alcools*, Hydrocarbures lourds*",R : Non terminee,3/3/05
Forgeages Industriels Feat inc.,"45.4793899161
? -73.6261851779",Ville de Montreal,,"ethylbenzene (pot), Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 2017
Q : <= B",6/26/18
Foyer des Cent Abris du Centre-Sud inc.,"45.5232858441
? -73.5568242717",Ville de Montreal,,"Plomb (Pb), Zinc (Zn)","R : Terminee en 1992
Q : <= B",5/18/17
Foyer Saint-Laurent,"45.5173264432
? -73.6804770603",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,12/11/02
Freightliner (Anjou) inc.,"45.6187309613
? -73.5570103608",Ville de Montreal,Huiles usees*,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1997
Q : <= C",1/10/17
Fromages Caron,"45.5193818119
? -73.6598496151",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1998
Q : Plage B-C",3/3/05
Fruiterie Anka (2005) Inc.,"45.5090811671
? -73.630059531",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2014
Q : <= B",6/19/14
Futur Centre local de sante communautaire,"45.5415923684
? -73.5699596887",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*",R : Non terminee,9/25/15
Futur developpement residentiel,"45.4863488237
? -73.56907077",Ville de Montreal,Pesticides*,"Arsenic (As), Baryum (Ba), Cuivre (Cu), etain (Sn), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Manganese (Mn), Plomb (Pb)",R : Non terminee,7/14/22
"Future station Petro-Canada, rues Papineau et Sauriol, Montreal","45.5667
? -73.6518",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2004
Q : > RESC",10/26/15
Galvan Metal inc.,"45.645661766
? -73.5373708363",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,9/24/01
Galvan Metal inc.,"45.5997656895
? -73.5857475004",Ville de Montreal,,Metaux*,"R : Terminee en 2014
Q : Non precisee",1/15/16
Garage A. Roy,"45.5499116245
? -73.6166350371",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1999
Q : Plage B-C",8/4/00
Garage Andre Beauregard,"45.5153194444
? -73.6811888889",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2011
Q : > B (Total)",10/5/12
Garage Autoworx,"45.502448488
? -73.8434748011",Ville de Montreal,,"ethylbenzene (pot), Methyl naphtalenes (chacun), Toluene (pot), Xylenes (o,m,p) (pot)",R : Non terminee,2/19/19
Garage Bourbonniere ltee,"45.5485272722
? -73.5455386636",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2008
Q : <= B",8/25/15
Garage Cote-Vertu,"45.5144561454
? -73.6934359294",Ville de Montreal,Hydrocarbures petroliers C10 a C50,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,5/29/18
Garage Cousineau Ford,"45.5476768479
? -73.6632979512",Ville de Montreal,,"Benzene (pot), ethylbenzene (pot), Hydrocarbures petroliers C10 a C50, Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 1992
Q : Non precisee",1/5/01
Garage Franklin et Daniel Dube inc.,"45.5766428909
? -73.6372498506",Ville de Montreal,Hydrocarbures petroliers C10 a C50,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Xylenes (o,m,p) (pot)","R : Terminee en 2011
Q : Plage B-C",10/22/12
Garage Lucar,"45.5569540017
? -73.5295721054",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,9/14/99
Garage Lucille Blais Tessier,"45.4712083308
? -73.5635502704",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2000
Q : Plage B-C",1/30/01
Garage Menard,"45.4877264142
? -73.8719845874",Ville de Montreal,,Produits petroliers*,"R : Terminee en 2002
Q : Plage B-C",4/3/03
Garage municipal de Verdun,"45.4615699679
? -73.5652912834",Ville de Montreal,,"Arsenic (As), Cadmium (Cd), Composes phenoliques*, Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Selenium (Se)","R : Terminee en 1991
Q : Non precisee",7/19/99
Garage municipal de ville Saint-Leonard,"45.5890394939
? -73.5835784955",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2000
Q : > C",4/17/01
Garage Roza,"45.583222278
? -73.6486383698",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 1991
Q : <= B",12/1/16
Garage S. Albert,"45.5271661708
? -73.6011977557",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Plomb (Pb)","R : Terminee en 2001
Q : Plage B-C",12/7/16
Garage Vasmaris enr.(secteur de garage),"45.5459583333
? -73.6545",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2005
Q : <= B",10/25/05
Garage Vasmaris enr.(secteur de station-service),"45.5459583333
? -73.6545",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2005
Q : <= C",10/3/05
Garderie Le Chatouilleux inc.,"45.6094472222
? -73.5469472222",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Methyl naphtalenes (chacun), Naphtalene (pot), Phenanthrene","R : Terminee en 2003
Q : <= B",1/27/04
Garnison Longue-Pointe,"45.5733635849
? -73.5272906563",Ville de Montreal,,"Arsenic (As), Plomb (Pb)",R : Non terminee,12/12/02
GATX Rail Canada Corporation,"45.6460907678
? -73.5641710781",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2003
Q : <= C",1/13/17
Gaz Metropolitain inc.,"45.5323785883
? -73.5472310238",Ville de Montreal,Benzene,"Benzene (pot), ethylbenzene (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Plomb (Pb), Soufre total (S), Toluene (pot), Xylenes (o,m,p) (pot)",R : Non terminee,5/9/01
"GE Canada, 7420 St,Jacques, Montreal","45.4528789719
? -73.6352674651",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Produits petroliers*",R : Non terminee,1/13/04
Gelprim,"45.491243833
? -73.5586075701",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Zinc (Zn)",R : Non terminee,1/23/07
Generale ellectrique du Canada inc.,"45.4429864628
? -73.6622789995",Ville de Montreal,"Cuivre (Cu), Huiles et graisses totales*, Huiles usees*, Hydrocarbures petroliers C10 a C50, Selenium (Se), Xylenes (o,m,p)","Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*, Soufre total (S), Xylenes (o,m,p) (pot)",R : Non terminee,1/18/16
Gestion alivan (stationnement) - Lot 5 599 889,"45.468388957
? -73.5821290986",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*, Soufre total (S)","R : Terminee en 2018
Q : > C",2/19/19
Gestion Alivan inc.(batiment),"45.468388957
? -73.5821290986",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2015
Q : <= C",1/5/16
Gestion Crisci Inc.,"45.5787166667
? -73.575725",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 2017
Q : <= B",5/31/18
Gestion D.E.Q.,"45.6193715904
? -73.5700391672",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 1996
Q : <= C",8/4/00
Gestion Esplanade Cartier inc,"45.5242437812
? -73.5478580198",Ville de Montreal,"Baryum (Ba), Hydrocarbures petroliers C10 a C50","Hydrocarbures aromatiques monocycliques * (seringue), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,12/29/22
Gestion Galleria corporation,"45.5155372572
? -73.558723581",Ville de Montreal,,"Xylenes (o,m,p) (pot)","R : Terminee en 1999
Q : Plage B-C",8/4/00
Gestion Louveteau ltee,"45.5049902857
? -73.833793611",Ville de Montreal,"Hydrocarbures aromatiques monocycliques*, Hydrocarbures aromatiques polycycliques*","Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2012
Q : <= B",3/21/13
Gestion Muriel Donnan enr.,"45.5791587358
? -73.6373480641",Ville de Montreal,"Benzene, ethylbenzene, Hydrocarbures petroliers C10 a C50, Xylenes (o,m,p)","Benzene (pot), ethylbenzene (pot), Hydrocarbures petroliers C10 a C50, Methyl naphtalenes (chacun), Xylenes (o,m,p) (pot)",R : Non terminee,12/18/17
Gestion Notre Dame Ouest inc.,"45.50002
? -73.55953",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2015
Q : <= B",7/20/22
Gestion Raymond Martel inc.,"45.4368723414
? -73.6857698719",Ville de Montreal,Phosphore total (P-PO4-3),"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,3/2/17
Gestion Rolland Bourgoies,"45.6236666667
? -73.5847888889",Ville de Montreal,,"Argent (Ag), Cadmium (Cd), Cuivre (Cu), etain (Sn), Hydrocarbures petroliers C10 a C50, Manganese (Mn), Molybdene (Mo), Plomb (Pb), Zinc (Zn)",R : Non terminee,7/23/19
Gestion Rue Salaberry inc.,"45.5389026875
? -73.6979220337",Ville de Montreal,"Aluminium (Al), Cuivre (Cu), Zinc (Zn)","Benzene (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 2010
Q : <= C",9/8/11
Gestions Tesera inc.,"45.5283720851
? -73.623757675",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2012
Q : <= B",6/11/12
Glenmere Investments inc.,"45.5063188457
? -73.670408801",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 1997
Q : <= C",12/11/02
Glopak,"45.5885734994
? -73.6211789436",Ville de Montreal,,"Benzene (pot), Dichloromethane (pot), ethylbenzene (pot), Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 1994
Q : Non precisee",11/1/22
GPA Motors Trade inc.,"45.6125374755
? -73.6001610251",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,8/11/00
Gr. Immobilier Grilli inc. (village Hochelaga),"45.5476899659
? -73.5324777422",Ville de Montreal,,"Baryum (Ba), Chrome total (Cr), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Non necessaire
Q : Non precisee",1/18/17
Greenbro holdings inc.,"45.4352890766
? -73.6905042659",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1996
Q : Plage B-C",12/11/02
Griffix Developpement inc.,"45.4995
? -73.574",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2012
Q : <= B",8/25/15
Groupe Axxco-Angus inc. (ancienne station-service) - Lot 1 773 638,"45.5820128853
? -73.5383634894",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2020
Q : <= B",12/29/22
Groupe CDH,"45.5166184411
? -73.5559855846",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)","R : Terminee en 1994
Q : Non precisee",4/14/00
Groupe Gestiben inc.,"45.4947662089
? -73.6196606835",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2010
Q : > C",6/13/11
Groupe Jacob inc.,"45.48945
? -73.6888944444",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2003
Q : Non precisee",1/8/04
Groupe Lou-Tec inc.,"45.62172668
? -73.5867255072",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Non necessaire
Q : Non precisee",9/29/15
Groupe Montoni (1995) Division construction inc.,"45.5246630649
? -73.6207247593",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Zinc (Zn)",R : Non terminee,10/3/13
Groupe Permacon inc.,"45.6151500784
? -73.5751034509",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,5/9/17
Groupe Pierre Belvedere,"45.5212039809
? -73.5776104648",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2003
Q : Non precisee",5/10/04
Groupe Trans-inter inc.,"45.4401555556
? -73.6616305556",Ville de Montreal,,"Arsenic (As), Biphenyles polychlores (BPC), Chrome total (Cr), Cuivre (Cu), etain (Sn), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Mercure (Hg), Molybdene (Mo), Nickel (Ni), Plomb (Pb), Zinc (Zn)",R : Non terminee,4/14/14
"GRT Bâtir son quartier, cooperative station no 1","45.5494440013
? -73.5443112155",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2009
Q : <= B",4/9/13
Guieseppe Lucia,"45.6067672506
? -73.5922535631",Ville de Montreal,,"Huiles usees*, Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50, Solvants*",R : Non terminee,3/14/05
